date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:11	57666/57666	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/Flaticond41d.eot?	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/Flaticond41dd41d.eot	(from https://federalcapital1bank.com/public/theme/cust2/css/flaticon/flaticon.css)
11:21:11	30316/30316	---M--	200	added ('OK')	font/woff2	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/Flaticon.woff2	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/Flaticon.woff2	(from https://federalcapital1bank.com/public/theme/cust2/css/flaticon/flaticon.css)
11:21:12	35268/35268	---M--	200	added ('OK')	font/woff	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/Flaticon.woff	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/Flaticon.woff	(from https://federalcapital1bank.com/public/theme/cust2/css/flaticon/flaticon.css)
11:21:12	57488/57488	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/Flaticon.ttf	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/Flaticon.ttf	(from https://federalcapital1bank.com/public/theme/cust2/css/flaticon/flaticon.css)
11:21:13	386454/386454	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/Flaticon.svg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/Flaticon.svg	(from https://federalcapital1bank.com/public/theme/cust2/css/flaticon/flaticon.css)
11:21:13	280/280	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2022:07:23%20GMT	https://federalcapital1bank.com/public/theme/cust2/css/owl-carousel/owl.video.play.html	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/css/owl-carousel/owl.video.play.html	(from https://federalcapital1bank.com/public/theme/cust2/css/owl-carousel/owl.carousel.min.css)
11:21:13	2874/2874	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Nov%202024%2022:07:27%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/service/feature-icon/04.png	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/service/feature-icon/04.png	(from https://federalcapital1bank.com/public/theme/cust2/css/style.css)
11:21:14	7643/7643	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Nov%202024%2022:07:28%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/slider/home-01/bg-pattern-02.png	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/slider/home-01/bg-pattern-02.png	(from https://federalcapital1bank.com/public/theme/cust2/css/style.css)
11:21:15	277404/277404	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Nov%202024%2022:07:28%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/slider/home-01/bg-pattern.png	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/slider/home-01/bg-pattern.png	(from https://federalcapital1bank.com/public/theme/cust2/css/style.css)
11:21:15	262325/262325	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Nov%202024%2022:07:28%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/slider/home-01/bg-pattern-03.png	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/slider/home-01/bg-pattern-03.png	(from https://federalcapital1bank.com/public/theme/cust2/css/style.css)
11:21:15	328883/328883	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:06:04%20GMT	https://federalcapital1bank.com/public/auth/js/app.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/auth/js/app.js	(from https://federalcapital1bank.com/register)
11:21:16	25513/25513	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2010:21:17%20GMT	https://federalcapital1bank.com/privacy-policy	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/privacy-policy.html	(from https://federalcapital1bank.com/register)
11:21:17	26318/26318	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2010:21:17%20GMT	https://federalcapital1bank.com/terms-condition	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/terms-condition.html	(from https://federalcapital1bank.com/register)
